iter	RMSE
366	130.52592
367	130.434338
368	130.3363187
369	130.1928419
370	130.0809102
371	130.0006965
372	129.9154841
373	129.7806602
374	129.6747715
375	129.6102522
376	129.4759307
377	129.3755328
378	129.2685282
379	129.1625956
380	129.064817
381	128.956008
382	128.8247385
383	128.7130922
384	128.6025702
385	128.5256994
386	128.4203705
387	128.3017953
388	128.1013721
389	127.9795555
390	127.8298324
391	127.6416974
392	127.5557068
393	127.4167866
394	127.340833
395	127.2277799
396	127.1351341
397	127.0019659
398	126.9301809
399	126.816954
400	126.6280473
401	126.5700217
402	126.5003215
403	126.447915
404	126.375766
405	126.2956579
406	126.2203781
407	126.139105
408	126.037832
409	125.9674585
410	125.8531071
411	125.7742458
412	125.6863451
413	125.6245836
414	125.5727985
415	125.5001367
416	125.396718
417	125.268998
418	125.1748082
419	125.0773371
420	124.9311951
421	124.8083211
422	124.735194
423	124.545304
424	124.4849935
425	124.4220699
426	124.3276055
427	124.2227185
428	124.1708054
429	124.1017081
430	123.9970921
431	123.9622028
432	123.8584971
433	123.7994827
434	123.6823724
435	123.6241519
436	123.5559392
437	123.4402635
438	123.370488
439	123.2729496
440	123.2022353
441	123.1596802
442	123.1171456
443	122.9643968
444	122.8467071
445	122.8127526
446	122.7316112
447	122.5979222
448	122.491054
449	122.4603624
450	122.3811026
451	122.287495
452	122.2368652
453	122.1765192
454	122.084211
455	122.0083382
456	121.8961666
457	121.7884186
458	121.6249735
459	121.5709342
460	121.4703375
461	121.4419014
462	121.3460264
463	121.2920777
464	121.0955025
465	121.0633847
466	121.0134776
467	120.9710641
468	120.8432867
469	120.800418
470	120.7407562
471	120.6842897
472	120.5520057
473	120.4901215
474	120.4121942
475	120.2861649
476	120.2217382
477	120.166487
478	120.0296147
479	119.9435859
480	119.8871077
481	119.7931883
482	119.715733
483	119.5666101
484	119.5202627
485	119.4289948
486	119.319254
487	119.2817658
488	119.1763765
489	119.0424376
490	118.9534978
491	118.9027737
492	118.8453933
493	118.7580434
494	118.6725744
495	118.6119403
496	118.5389656
497	118.4435287
498	118.3567419
499	118.2636606
500	118.2051028
501	118.078739
502	118.0311085
503	117.9468685
504	117.9092134
505	117.8417929
506	117.7850756
507	117.7576947
508	117.6510966
509	117.6205888
510	117.5492177
511	117.4866374
512	117.455498
513	117.3276632
514	117.16228
515	117.0962884
516	117.0571897
517	117.0065569
518	116.9743211
519	116.9546581
520	116.9295794
521	116.8996715
522	116.8235626
523	116.7763488
524	116.746264
525	116.638077
526	116.5705401
527	116.4982985
528	116.4618353
529	116.3733925
530	116.3359082
531	116.2349851
532	116.202324
533	116.1596826
534	116.097387
535	116.018584
536	115.9655993
537	115.9241683
538	115.8676311
539	115.8185343
540	115.73061
541	115.65625
542	115.5837437
543	115.5356505
544	115.4984515
545	115.4431562
546	115.3311171
547	115.2759479
548	115.2507965
549	115.1847992
550	115.0785198
551	115.0328604
552	114.9439594
553	114.8883789
554	114.7882104
555	114.6990983
556	114.6276838
557	114.5790024
558	114.5482155
559	114.5091607
560	114.4117612
561	114.327909
562	114.2974488
563	114.1950679
564	114.1139049
565	114.068217
566	113.9701771
567	113.8516418
568	113.800758
569	113.7634611
570	113.6995878
571	113.645122
572	113.5777449
573	113.5184802
574	113.4840435
575	113.4519343
576	113.4134107
577	113.3508477
578	113.2427663
579	113.2085206
580	113.1673876
581	113.0912863
582	113.0502125
583	113.0299294
584	113.0107502
585	112.9321105
586	112.8874179
587	112.7830199
588	112.7348947
589	112.7013128
590	112.6550835
591	112.6096348
592	112.5747071
593	112.490476
594	112.4587485
595	112.4298799
596	112.3959513
597	112.2910686
598	112.261405
599	112.2021598
600	112.1715455
601	112.1272693
602	112.0420357
603	111.9895963
604	111.9434683
605	111.8449541
606	111.7143679
607	111.6717112
608	111.5856594
609	111.5155563
610	111.4654593
611	111.4053342
612	111.3438385
613	111.2534727
614	111.2064516
615	111.1435742
616	111.0543784
617	111.0222295
618	110.9760068
619	110.9358367
620	110.8580588
621	110.7926256
622	110.7325043
623	110.7087959
624	110.5963701
625	110.5399851
626	110.5352818
627	110.4636309
628	110.4155402
629	110.3179285
630	110.2679055
631	110.2479292
632	110.1879015
633	110.1331254
634	110.0661933
635	110.0288731
636	109.9773668
637	109.9415776
638	109.9055522
639	109.8571129
640	109.7501081
641	109.6776948
642	109.6325203
643	109.5109572
644	109.4812437
645	109.4482339
646	109.4041415
647	109.3506212
648	109.300624
649	109.2927939
650	109.2545372
651	109.2374458
652	109.1926636
653	109.0936385
654	109.0030405
655	108.918632
656	108.8784356
657	108.8362832
658	108.7690717
659	108.7263191
660	108.6712354
661	108.6305049
662	108.601075
663	108.5539929
664	108.5330571
665	108.4888913
666	108.4269219
667	108.3570227
668	108.326196
669	108.209051
670	108.1582578
671	108.1194656
672	108.0554882
673	108.0413953
674	107.9767704
675	107.9112584
676	107.838227
677	107.7527451
678	107.7112748
679	107.6519572
680	107.6170615
681	107.5472406
682	107.5195301
683	107.4800704
684	107.4139172
685	107.3633719
686	107.2409473
687	107.1908137
688	107.1509384
689	107.0538392
690	107.0010283
691	106.9718452
692	106.9374929
693	106.8936643
694	106.8024729
695	106.7709415
696	106.7477435
697	106.7247041
698	106.6777367
699	106.6278919
700	106.5609896
701	106.4902139
702	106.4503546
703	106.4224521
704	106.3834731
705	106.2618715
706	106.2269931
707	106.195788
708	106.1602249
709	106.1044693
710	106.0536903
711	106.0285456
712	105.976756
713	105.9152717
714	105.8272125
715	105.7466058
716	105.6941115
717	105.6501418
718	105.6220403
719	105.5523734
720	105.4976136
721	105.4065335
722	105.3878117
723	105.3343675
724	105.2884928
725	105.1849632
726	105.1315986
727	105.0740633
728	104.9927523
729	104.947092
730	104.8931749
731	104.8005286
732	104.6872965
733	104.6493994
734	104.6333862
735	104.5806989
736	104.5043344
737	104.4652694
738	104.4275857
739	104.3536983
740	104.2950494
741	104.2409792
742	104.1953304
743	104.1655103
744	104.0439017
745	103.9745859
746	103.9140409
747	103.8618511
748	103.7761259
749	103.7250467
750	103.6740214
751	103.6222917
752	103.5549026
753	103.5050891
754	103.4636462
755	103.4330721
756	103.3857369
757	103.3567775
758	103.2936408
759	103.2547678
760	103.2099264
761	103.1438277
762	103.0766058
763	103.0179336
764	102.8970734
765	102.8402966
766	102.7635927
767	102.7095211
768	102.6420393
769	102.621029
770	102.5777079
771	102.5431577
772	102.5095412
773	102.4739905
774	102.4170775
775	102.3459623
776	102.3043124
777	102.2352156
778	102.172555
779	102.1022946
780	102.0611354
781	102.0081815
782	101.9455673
783	101.9019532
784	101.820412
785	101.7342851
786	101.6526144
787	101.6232652
788	101.5896336
789	101.4970304
790	101.4629012
791	101.4472536
792	101.3902229
793	101.3148508
794	101.2723101
795	101.2117937
796	101.1708488
797	101.1316994
798	101.0948257
799	101.0554862
800	101.0041058
801	100.9797564
802	100.9125625
803	100.8882941
804	100.8487103
805	100.8176246
806	100.7819423
807	100.7556813
808	100.7096001
809	100.6785095
810	100.6190718
811	100.5774592
812	100.5048384
813	100.442503
814	100.3804639
815	100.3067747
816	100.2573136
817	100.1967892
818	100.1049611
819	100.033496
820	99.93696154
821	99.82108601
822	99.75093894
823	99.7197813
824	99.62100436
825	99.57999643
826	99.54749266
827	99.50242186
828	99.45995183
829	99.42769245
830	99.30959067
831	99.26056631
832	99.20468102
833	99.15577905
834	99.07341282
835	99.00636834
836	98.97725819
837	98.91528652
838	98.88077639
839	98.83444836
840	98.76207702
841	98.73095285
842	98.64915643
843	98.60695478
844	98.58766953
845	98.51820591
846	98.48188656
847	98.44551463
848	98.39121632
849	98.32188474
850	98.29114741
851	98.2350804
852	98.11946295
853	98.05134947
854	98.03291198
855	97.95693856
856	97.92292814
857	97.86583111
858	97.84506575
859	97.80023111
860	97.77389495
861	97.74690948
862	97.71260842
863	97.67997406
864	97.60300556
865	97.54591556
866	97.50634388
867	97.45095662
868	97.38367023
869	97.32260412
870	97.29582045
871	97.23287146
872	97.16179621
873	97.09152048
874	97.03719011
875	97.02490081
876	96.98650048
877	96.87322586
878	96.81100425
879	96.75842719
880	96.74094633
881	96.71842665
882	96.66418443
883	96.63576383
884	96.60120741
885	96.55531611
886	96.4434881
887	96.38312685
888	96.30398884
889	96.23991973
890	96.19756799
891	96.14949464
892	96.09350397
893	96.01626894
894	95.95822143
895	95.92907338
896	95.87483657
897	95.84851994
898	95.82589735
899	95.7866064
900	95.7250916
901	95.67406163
902	95.6445632
903	95.58902242
904	95.53861
905	95.43554443
906	95.38917861
907	95.31794318
908	95.28272653
909	95.24343981
910	95.1893405
911	95.14429913
912	95.09028751
913	95.03336682
914	95.01700834
915	94.98705235
916	94.95306817
917	94.90450023
918	94.84742794
919	94.79469771
920	94.75192989
921	94.71783254
922	94.67324239
923	94.63301569
924	94.59282436
925	94.53881818
926	94.4846311
927	94.38789932
928	94.34983752
929	94.28987112
930	94.24451522
931	94.20161907
932	94.16298413
933	94.08228412
934	94.05763683
935	93.99182873
936	93.96396279
937	93.93362498
938	93.87392962
939	93.81599747
940	93.77738904
941	93.7410657
942	93.70222079
943	93.66906053
944	93.61884006
945	93.57516536
946	93.54780996
947	93.51243507
948	93.47167265
949	93.4369224
950	93.36503741
951	93.2677705
952	93.20237859
953	93.14611526
954	93.08796341
955	93.04144278
956	92.95117904
957	92.90594655
958	92.87455277
959	92.78338987
960	92.75880616
961	92.72774432
962	92.67697564
963	92.58478207
964	92.55058866
965	92.51106317
966	92.50071491
967	92.45741459
968	92.41996812
969	92.39223139
970	92.35713696
971	92.3436916
972	92.31996733
973	92.28425662
974	92.20818995
975	92.17249409
976	92.08165072
977	92.04250894
978	91.99425876
979	91.94910072
980	91.91654523
981	91.86732751
982	91.82019744
983	91.7919073
984	91.74361754
985	91.70749787
986	91.65106686
987	91.60734652
988	91.5878602
989	91.57152839
990	91.51350557
991	91.46616946
992	91.44692348
993	91.38459772
994	91.33492102
995	91.31021036
996	91.26915856
997	91.22804427
998	91.18892044
999	91.10782989
